Keyword,Intent,Relevance,Related %,Volume,Trend,Pot. Traffic,PKD %,KD %,CPC (USD),Com.,SF,Results,Updated
qr code creatro,Commercial,n/a,0,110,,n/a,n/a,83,0.79,0.73,Go to a snapshot of the SERP for qr code creatro,78,1 month
qr code dynamic,Commercial,n/a,0,110,,n/a,n/a,38,3.39,0.62,5,131,1 month
qr code geenrator,Commercial,n/a,0,110,,n/a,n/a,80,0.79,0.71,5,135,1 month
qr code generator for business card,Informational,n/a,0,110,,n/a,n/a,53,3.03,0.68,Go to a snapshot of the SERP for qr code generator for business card,115,1 month
qr code generator for url,Informational | Commercial,n/a,0,110,,n/a,n/a,85,1.13,0.77,Go to a snapshot of the SERP for qr code generator for url,123,1 month
qr code generator free no sign up,Transactional,n/a,0,110,,n/a,n/a,66,0.57,0.72,Go to a snapshot of the SERP for qr code generator free no sign up,132,1 month
qr code generator microsoft,Navigational,n/a,0,110,,n/a,n/a,30,0.87,0.19,5,107,1 month
qr code generator qr code generator qr code generator,Informational,n/a,0,110,,n/a,n/a,82,0.79,0.71,Go to a snapshot of the SERP for qr code generator qr code generator qr code generator,136,1 month
qr code how to create,Informational,n/a,0,110,,n/a,n/a,83,0.79,0.73,Go to a snapshot of the SERP for qr code how to create,118,1 month
qr code in image,Informational,n/a,0,110,,n/a,n/a,34,0.92,0.70,5,127,1 month
qr code legendary,Informational,n/a,0,110,,n/a,n/a,28,0.00,0.33,7,79,1 month
qr code mker,Informational | Commercial,n/a,0,110,,n/a,n/a,84,0.65,0.70,Go to a snapshot of the SERP for qr code mker,138,1 month
qr code monkey free,Informational,n/a,0,110,,n/a,n/a,23,0.88,0.67,Go to a snapshot of the SERP for qr code monkey free,120,1 month
qr code pdf,Informational,n/a,0,110,,n/a,n/a,25,2.25,0.60,Go to a snapshot of the SERP for qr code pdf,116,1 month
qr code photo,Informational,n/a,0,110,,n/a,n/a,39,1.01,0.43,Go to a snapshot of the SERP for qr code photo,129,1 month
qr code placeholder,Informational,n/a,0,110,,n/a,n/a,12,1.15,0.16,Go to a snapshot of the SERP for qr code placeholder,135,1 month
qr code quick response code,Informational,n/a,0,110,,n/a,n/a,72,0.72,0.33,Go to a snapshot of the SERP for qr code quick response code,127,1 month
qr code random generator,Commercial,n/a,0,110,,n/a,n/a,55,0.43,0.25,Go to a snapshot of the SERP for qr code random generator,126,1 month
qr code scan me,Informational,n/a,0,110,,n/a,n/a,59,0.90,0.30,5,111,1 month
qr code site,Commercial,n/a,0,110,,n/a,n/a,82,1.01,0.61,5,132,1 month
qr code stuff,Navigational | Commercial,n/a,0,110,,n/a,n/a,32,0.84,0.49,8,128,1 month
qr code to a website,Informational,n/a,0,110,,n/a,n/a,85,1.67,0.61,Go to a snapshot of the SERP for qr code to a website,115,1 month
qr code to text,Informational,n/a,0,110,,n/a,n/a,63,0.00,0.04,4,106,1 month
qr code transparent,Informational,n/a,0,110,,n/a,n/a,20,1.03,0.27,Go to a snapshot of the SERP for qr code transparent,95,1 month
qr code vector,Informational,n/a,0,110,,n/a,n/a,30,1.46,0.32,6,123,1 month
qr code.generator,Commercial,n/a,0,110,,n/a,n/a,86,0.79,0.71,Go to a snapshot of the SERP for qr code.generator,137,1 month
qr codes for free,Informational,n/a,0,110,,n/a,n/a,86,1.09,0.79,Go to a snapshot of the SERP for qr codes for free,39,1 month
qr geneator,Commercial,n/a,0,110,,n/a,n/a,84,0.79,0.71,3,138,1 month
qr generator monkey,Navigational,n/a,0,110,,n/a,n/a,65,0.31,0.28,5,131,1 month
qr generator svg,Informational,n/a,0,110,,n/a,n/a,58,0.86,0.65,3,110,1 month
qr logo,Informational,n/a,0,110,,n/a,n/a,41,1.62,0.86,7,133,1 month
qr monkey generator,Navigational,n/a,0,110,,n/a,n/a,41,0.31,0.28,3,166,1 month
qr picture generator,Commercial,n/a,0,110,,n/a,n/a,69,0.87,0.60,4,132,1 month
qr scan code,Informational,n/a,0,110,,n/a,n/a,75,0.38,0.40,Go to a snapshot of the SERP for qr scan code,137,1 month
qr svg,Informational,n/a,0,110,,n/a,n/a,33,0.89,0.17,6,100,1 month
qr to text,Informational,n/a,0,110,,n/a,n/a,61,0.39,0.15,Go to a snapshot of the SERP for qr to text,101,1 month
qr with image,Informational,n/a,0,110,,n/a,n/a,n/a,0.92,0.70,Go to a snapshot of the SERP for qr with image,130,1 month
qr.code.monkey,Informational,n/a,0,110,,n/a,n/a,43,0.61,0.41,Go to a snapshot of the SERP for qr.code.monkey,121,1 month
qrcode adobe,Informational,n/a,0,110,,n/a,n/a,36,1.13,0.03,Go to a snapshot of the SERP for qrcode adobe,106,1 month
qrcode chimp,Transactional | Navigational,n/a,0,110,,n/a,n/a,32,0.60,0.45,5,127,1 month
quick response code download,Informational,n/a,0,110,,n/a,n/a,62,0.73,0.52,Go to a snapshot of the SERP for quick response code download,1.6B,1 month
scan a qr code from image,Informational,n/a,0,110,,n/a,n/a,61,0.50,0.24,7,132,1 month
scannable code,Commercial,n/a,0,110,,n/a,n/a,84,0.42,0.29,Go to a snapshot of the SERP for scannable code,104,1 month
simple qr code,Informational,n/a,0,110,,n/a,n/a,86,0.80,0.26,Go to a snapshot of the SERP for simple qr code,38,1 month
small qr code,Informational,n/a,0,110,,n/a,n/a,48,0.89,0.57,6,129,1 month
static qr code,Informational,n/a,0,110,,n/a,n/a,84,1.07,0.67,Go to a snapshot of the SERP for static qr code,125,1 month
tec it,Transactional | Navigational,n/a,0,110,,n/a,n/a,39,2.45,0.07,Go to a snapshot of the SERP for tec it,102,1 month
text to qr code generator,n/a,n/a,0,110,,n/a,n/a,n/a,0.31,0.50,n/a,n/a,Refresh
trackable qr code,Informational,n/a,0,110,,n/a,n/a,20,8.05,0.69,Go to a snapshot of the SERP for trackable qr code,95,1 month
url in qr code,Informational,n/a,0,110,,n/a,n/a,27,0.47,0.65,Go to a snapshot of the SERP for url in qr code,119,1 month
url to qr code generator,Commercial,n/a,0,110,,n/a,n/a,82,1.13,0.77,Go to a snapshot of the SERP for url to qr code generator,124,1 month
video to qr code,Informational | Commercial,n/a,0,110,,n/a,n/a,20,0.91,0.60,8,125,1 month
vistaprint qr code generator,Informational,n/a,0,110,,n/a,n/a,25,1.30,0.54,3,107,1 month
wifi code qr generator,Commercial,n/a,0,110,,n/a,n/a,27,0.58,0.61,Go to a snapshot of the SERP for wifi code qr generator,111,1 month
wix qr code,Navigational,n/a,0,110,,n/a,n/a,27,1.34,0.15,Go to a snapshot of the SERP for wix qr code,108,1 month
wr code maker,Commercial,n/a,0,110,,n/a,n/a,83,0.65,0.70,5,138,1 month
