Keyword,Intent,Relevance,Related %,Volume,Trend,Pot. Traffic,PKD %,KD %,CPC (USD),Com.,SF,Results,Updated
qr link generator,Commercial,n/a,0,140,,n/a,n/a,88,0.51,0.70,3,132,1 month
qr type,Informational,n/a,0,140,,n/a,n/a,49,0.00,0.02,6,132,1 month
qr генератор,Informational,n/a,0,140,,n/a,n/a,68,0.15,0.33,Go to a snapshot of the SERP for qr генератор,99,1 month
qr-code manuell eingeben,Informational,n/a,0,140,,n/a,n/a,25,0.57,0.33,Go to a snapshot of the SERP for qr-code manuell eingeben,100,1 month
qrc generator,Informational,n/a,0,140,,n/a,n/a,63,0.58,0.61,Go to a snapshot of the SERP for qrc generator,123,1 month
qrco.de,Commercial,n/a,0,140,,n/a,n/a,42,1.19,0.26,5,1.4M,1 month
qrcode adobe,Transactional | Navigational,n/a,0,140,,n/a,n/a,35,1.29,0.05,Go to a snapshot of the SERP for qrcode adobe,n/a,1 month
qrcode creator,Commercial,n/a,0,140,,n/a,n/a,68,0.58,0.61,Go to a snapshot of the SERP for qrcode creator,127,1 month
qrcode io,Navigational,n/a,0,140,,n/a,n/a,52,0.49,0.43,8,108,1 month
qrcode monke,Informational,n/a,0,140,,n/a,n/a,26,0.07,0.28,Go to a snapshot of the SERP for qrcode monke,133,1 month
qrcode svg,Informational,n/a,0,140,,n/a,n/a,45,0.49,0.16,5,105,1 month
qrcode.me,Transactional,n/a,0,140,,n/a,n/a,60,0.43,0.36,Go to a snapshot of the SERP for qrcode.me,917M,1 month
qrcodegenerator,Commercial,n/a,0,140,,n/a,n/a,69,0.58,0.61,Go to a snapshot of the SERP for qrcodegenerator,127,1 month
qrkod,Informational,n/a,0,140,,n/a,n/a,77,0.00,0.24,6,135,1 month
qu code,Informational,n/a,0,140,,n/a,n/a,n/a,0.46,0.26,7,133,1 month
qur code,Informational,n/a,0,140,,n/a,n/a,70,0.48,0.24,Go to a snapshot of the SERP for qur code,131,1 month
text qr code generator,Informational,n/a,0,140,,n/a,n/a,73,0.13,0.52,Go to a snapshot of the SERP for text qr code generator,123,1 month
this is a qrcode,Informational,n/a,0,140,,n/a,n/a,81,0.51,0.12,Go to a snapshot of the SERP for this is a qrcode,106,1 month
type in qr code,Informational,n/a,0,140,,n/a,n/a,70,0.00,0.02,4,123,1 month
url qr code,Commercial,n/a,0,140,,n/a,n/a,57,0.25,0.55,Go to a snapshot of the SERP for url qr code,115,1 month
video to qr code,Informational,n/a,0,140,,n/a,n/a,12,0.56,0.69,3,125,1 month
visitenkarte mit qr code erstellen,Informational,n/a,0,140,,n/a,n/a,23,2.03,1.00,8,130,1 month
wr code generator,Commercial,n/a,0,140,,n/a,n/a,55,0.58,0.61,Go to a snapshot of the SERP for wr code generator,124,1 month
кюаркод,Informational,n/a,0,140,,n/a,n/a,60,0.42,0.08,Go to a snapshot of the SERP for кюаркод,132,1 month
adobe express qr code generator,Navigational,n/a,0,110,,n/a,n/a,36,0.88,0.16,6,155,1 month
adobe qrcode,Transactional | Navigational,n/a,0,110,,n/a,n/a,35,1.38,0.03,6,106,1 month
barcode generator deutsch kostenlos,Informational,n/a,0,110,,n/a,n/a,20,0.75,0.19,Go to a snapshot of the SERP for barcode generator deutsch kostenlos,98,1 month
barcode of any product,Informational,n/a,0,110,,n/a,n/a,55,0.00,0.33,Go to a snapshot of the SERP for barcode of any product,133,1 month
bild mit qr code,Informational,n/a,0,110,,n/a,n/a,21,0.81,0.94,7,156,1 month
bild zu qr code,Informational,n/a,0,110,,n/a,n/a,27,0.55,0.70,3,154,1 month
code qr,Informational,n/a,0,110,,n/a,n/a,68,0.41,0.28,Go to a snapshot of the SERP for code qr,133,1 month
code-generator,Navigational,n/a,0,110,,n/a,n/a,66,2.20,0.31,Go to a snapshot of the SERP for code-generator,132,1 month
codigo qr,Informational,n/a,0,110,,n/a,n/a,66,0.64,0.26,Go to a snapshot of the SERP for codigo qr,136,1 month
cqr code,Informational,n/a,0,110,,n/a,n/a,70,0.48,0.24,Go to a snapshot of the SERP for cqr code,130,1 month
create a qr code for a video,Informational,n/a,0,110,,n/a,n/a,27,0.65,0.65,Go to a snapshot of the SERP for create a qr code for a video,124,1 month
create link qr code,Commercial,n/a,0,110,,n/a,n/a,87,0.51,0.70,4,129,1 month
create qr,Informational,n/a,0,110,,n/a,n/a,81,0.46,0.57,Go to a snapshot of the SERP for create qr,129,1 month
create qr code google,Commercial,n/a,0,110,,n/a,n/a,37,0.73,0.50,Go to a snapshot of the SERP for create qr code google,103,1 month
create qrcode free,Commercial,n/a,0,110,,n/a,n/a,93,0.74,0.72,Go to a snapshot of the SERP for create qrcode free,130,1 month
creating qr codes,Commercial,n/a,0,110,,n/a,n/a,90,1.06,0.67,Go to a snapshot of the SERP for creating qr codes,127,1 month
creation qr code video,Informational,n/a,0,110,,n/a,n/a,17,0.63,0.66,6,121,1 month
dauerhaften qr code erstellen,Informational,n/a,0,110,,n/a,n/a,52,1.06,0.80,5,132,1 month
example qr code,Informational,n/a,0,110,,n/a,n/a,50,0.46,0.22,Go to a snapshot of the SERP for example qr code,133,1 month
flyer mit qr code,Informational,n/a,0,110,,n/a,n/a,12,1.20,1.00,Go to a snapshot of the SERP for flyer mit qr code,133,1 month
foto in qr code umwandeln,Informational | Commercial,n/a,0,110,,n/a,n/a,31,0.85,0.71,7,128,1 month
free code qr,Commercial,n/a,0,110,,n/a,n/a,73,0.71,0.70,3,130,1 month
free qr code makers,Informational,n/a,0,110,,n/a,n/a,n/a,0.74,0.72,Go to a snapshot of the SERP for free qr code makers,124,1 month
free qr creator,Commercial,n/a,0,110,,n/a,n/a,67,0.65,0.70,6,103,1 month
generate a qr code,Informational,n/a,0,110,,n/a,n/a,86,0.55,0.61,Go to a snapshot of the SERP for generate a qr code,132,1 month
generate qr cide,Commercial,n/a,0,110,,n/a,n/a,59,0.42,0.57,5,128,1 month
generate qr code offline,Informational,n/a,0,110,,n/a,n/a,48,0.46,0.11,Go to a snapshot of the SERP for generate qr code offline,133,1 month
generate qrcode free,Commercial,n/a,0,110,,n/a,n/a,89,0.74,0.72,Go to a snapshot of the SERP for generate qrcode free,129,1 month
generating qr code,Informational,n/a,0,110,,n/a,n/a,69,0.55,0.61,Go to a snapshot of the SERP for generating qr code,126,1 month
generator qr code,Informational,n/a,0,110,,n/a,n/a,56,0.42,0.55,6,130,1 month
gr code,Informational,n/a,0,110,,n/a,n/a,59,0.40,0.32,7,134,1 month
gratis qr code generator,Commercial,n/a,0,110,,n/a,n/a,55,0.74,0.70,7,127,1 month
hovercode,Navigational,n/a,0,110,,n/a,n/a,25,1.49,0.12,4,107,1 month
how do you make a qr,Informational,n/a,0,110,,n/a,n/a,93,0.78,0.51,Go to a snapshot of the SERP for how do you make a qr,104,1 month
how to generate a qr code,Informational,n/a,0,110,,n/a,n/a,88,1.07,0.58,Go to a snapshot of the SERP for how to generate a qr code,114,1 month
how to make a qr,Informational,n/a,0,110,,n/a,n/a,100,0.96,0.55,7,105,1 month
kontakt qr code erstellen,Informational,n/a,0,110,,n/a,n/a,31,1.64,0.80,Go to a snapshot of the SERP for kontakt qr code erstellen,126,1 month
kostenlos qr code,Commercial,n/a,0,110,,n/a,n/a,59,0.74,0.79,6,128,1 month
kostenlos qr-code,Commercial,n/a,0,110,,n/a,n/a,61,0.74,0.79,6,129,1 month
kostenlose qr code,Informational,n/a,0,110,,n/a,n/a,63,0.71,0.74,Go to a snapshot of the SERP for kostenlose qr code,129,1 month
kostenlose qr codes,Informational,n/a,0,110,,n/a,n/a,60,0.71,0.74,Go to a snapshot of the SERP for kostenlose qr codes,125,1 month
link erstellen kostenlos,Informational,n/a,0,110,,n/a,n/a,34,1.06,0.48,Go to a snapshot of the SERP for link erstellen kostenlos,130,1 month
link to wr,Informational | Commercial,n/a,0,110,,n/a,n/a,68,0.28,0.63,Go to a snapshot of the SERP for link to wr,131,1 month
link zu qr,Commercial,n/a,0,110,,n/a,n/a,66,0.31,0.26,Go to a snapshot of the SERP for link zu qr,123,1 month
make qr code google,Informational,n/a,0,110,,n/a,n/a,45,0.73,0.50,Go to a snapshot of the SERP for make qr code google,103,1 month
mini qr,Informational,n/a,0,110,,n/a,n/a,18,0.66,0.05,6,173,1 month
ocr code,Informational,n/a,0,110,,n/a,n/a,6,1.27,0.07,Go to a snapshot of the SERP for ocr code,120,1 month
offline qr code generator,Informational,n/a,0,110,,n/a,n/a,39,0.51,0.08,4,146,1 month
online generator,Informational,n/a,0,110,,n/a,n/a,33,1.04,0.11,Go to a snapshot of the SERP for online generator,94,1 month
online-qr-generator,Commercial,n/a,0,110,,n/a,n/a,57,0.43,0.53,Go to a snapshot of the SERP for online-qr-generator,122,1 month
print a qr code,Informational,n/a,0,110,,n/a,n/a,58,1.29,0.12,5,130,1 month
q r code erstellen,Commercial,n/a,0,110,,n/a,n/a,62,0.66,0.71,Go to a snapshot of the SERP for q r code erstellen,127,1 month
qr code ai,Informational,n/a,0,110,,n/a,n/a,53,0.85,0.38,Go to a snapshot of the SERP for qr code ai,128,1 month
qr code barcode,Informational,n/a,0,110,,n/a,n/a,51,0.35,0.11,6,135,1 month
qr code database,Informational,n/a,0,110,,n/a,n/a,78,0.00,0.01,Go to a snapshot of the SERP for qr code database,137,1 month
qr code designer,Commercial,n/a,0,110,,n/a,n/a,58,0.74,0.50,7,149,1 month
qr code download,Informational,n/a,0,110,,n/a,n/a,52,0.41,0.35,4,135,1 month
qr code eingeben,Informational,n/a,0,110,,n/a,n/a,44,0.23,0.28,Go to a snapshot of the SERP for qr code eingeben,120,1 month
qr code einrichten,Informational,n/a,0,110,,n/a,n/a,49,0.31,0.45,Go to a snapshot of the SERP for qr code einrichten,111,1 month
qr code erstellen app,Informational,n/a,0,110,,n/a,n/a,43,0.63,0.51,9,139,1 month
qr code erstellen aus link,Informational,n/a,0,110,,n/a,n/a,54,0.77,0.79,5,124,1 month
qr code erstellen kostenlos ohne anmeldung pdf,Informational | Transactional,n/a,0,110,,n/a,n/a,53,0.49,0.61,Go to a snapshot of the SERP for qr code erstellen kostenlos ohne anmeldung pdf,103,1 month
qr code erstellen monkey,Informational,n/a,0,110,,n/a,n/a,18,0.12,0.27,6,128,1 month
qr code erstellen ohne anmelden,Transactional,n/a,0,110,,n/a,n/a,54,0.30,0.65,Go to a snapshot of the SERP for qr code erstellen ohne anmelden,110,1 month
qr code erstellen text,Informational,n/a,0,110,,n/a,n/a,58,0.19,0.55,Go to a snapshot of the SERP for qr code erstellen text,127,1 month
qr code erstellen vcard,Commercial,n/a,0,110,,n/a,n/a,21,1.46,0.79,Go to a snapshot of the SERP for qr code erstellen vcard,123,1 month
qr code erzeugen kostenlos,Informational,n/a,0,110,,n/a,n/a,57,0.92,0.80,Go to a snapshot of the SERP for qr code erzeugen kostenlos,35,1 month
qr code für app erstellen,Informational,n/a,0,110,,n/a,n/a,26,0.63,0.51,6,134,1 month
qr code für pdf erstellen kostenlos,Informational,n/a,0,110,,n/a,n/a,19,0.87,0.76,5,48,1 month
qr code generator app,Informational,n/a,0,110,,n/a,n/a,28,0.72,0.54,Go to a snapshot of the SERP for qr code generator app,40,1 month
qr code generator github,Transactional | Navigational,n/a,0,110,,n/a,n/a,52,0.91,0.04,2,107,1 month
qr code generator login,Commercial,n/a,0,110,,n/a,n/a,62,0.65,0.18,3,108,1 month
qr code generator website,Informational,n/a,0,110,,n/a,n/a,83,1.10,0.67,5,131,1 month
qr code generieren adobe,Informational,n/a,0,110,,n/a,n/a,33,1.13,0.12,7,108,1 month
qr code in link umwandeln,Informational,n/a,0,110,,n/a,n/a,25,0.72,0.13,Go to a snapshot of the SERP for qr code in link umwandeln,126,1 month
qr code maker download,Commercial,n/a,0,110,,n/a,n/a,56,0.51,0.20,Go to a snapshot of the SERP for qr code maker download,62,1 month
qr code mit link erstellen,Commercial,n/a,0,110,,n/a,n/a,50,0.91,0.79,Go to a snapshot of the SERP for qr code mit link erstellen,121,1 month
qr code mit logo in der mitte,Informational | Commercial,n/a,0,110,,n/a,n/a,30,0.97,0.71,10,118,1 month
qr code offline generator,Informational,n/a,0,110,,n/a,n/a,43,0.51,0.08,6,131,1 month
qr code site,Commercial,n/a,0,110,,n/a,n/a,77,0.64,0.52,4,126,1 month
qr code to database,Informational,n/a,0,110,,n/a,n/a,18,0.00,0.01,Go to a snapshot of the SERP for qr code to database,124,1 month
qr code transparent,Informational,n/a,0,110,,n/a,n/a,18,0.90,0.30,Go to a snapshot of the SERP for qr code transparent,95,1 month
qr code uni,Informational,n/a,0,110,,n/a,n/a,17,0.00,0.02,Go to a snapshot of the SERP for qr code uni,124,1 month
qr code v card,Informational,n/a,0,110,,n/a,n/a,13,1.23,0.71,Go to a snapshot of the SERP for qr code v card,128,1 month
qr code video,Commercial,n/a,0,110,,n/a,n/a,12,0.80,0.69,Go to a snapshot of the SERP for qr code video,117,1 month
qr code visitenkarten,Commercial,n/a,0,110,,n/a,n/a,21,1.59,1.00,Go to a snapshot of the SERP for qr code visitenkarten,120,1 month
qr code von video erstellen,Informational,n/a,0,110,,n/a,n/a,22,0.68,0.71,Go to a snapshot of the SERP for qr code von video erstellen,124,1 month
qr code генератор,Informational,n/a,0,110,,n/a,n/a,62,0.56,0.08,Go to a snapshot of the SERP for qr code генератор,101,1 month
qr codegenerator,Commercial,n/a,0,110,,n/a,n/a,60,0.52,0.64,4,125,1 month
qr codes generator free,Informational,n/a,0,110,,n/a,n/a,87,0.70,0.71,3,134,1 month
qr codes gratis erstellen,Commercial,n/a,0,110,,n/a,n/a,54,0.70,0.79,Go to a snapshot of the SERP for qr codes gratis erstellen,128,1 month
qr codes kostenlos,Commercial,n/a,0,110,,n/a,n/a,57,0.56,0.70,8,125,1 month
qr codse,Informational,n/a,0,110,,n/a,n/a,60,0.40,0.32,7,133,1 month
qr cose,Informational,n/a,0,110,,n/a,n/a,56,0.40,0.32,6,132,1 month
qr cpde,Informational,n/a,0,110,,n/a,n/a,67,0.48,0.24,Go to a snapshot of the SERP for qr cpde,133,1 month
qr download code,Informational,n/a,0,110,,n/a,n/a,56,0.41,0.35,6,137,1 month
qr generator online free,Informational,n/a,0,110,,n/a,n/a,97,0.58,0.70,5,130,1 month
qr kostenlos erstellen,Informational,n/a,0,110,,n/a,n/a,61,0.79,0.75,Go to a snapshot of the SERP for qr kostenlos erstellen,20,1 month
qr maker download,Informational,n/a,0,110,,n/a,n/a,42,0.48,0.21,6,139,1 month
qr ode maker,Informational,n/a,0,110,,n/a,n/a,68,0.35,0.58,Go to a snapshot of the SERP for qr ode maker,121,1 month
qr text,Informational,n/a,0,110,,n/a,n/a,21,0.08,0.29,Go to a snapshot of the SERP for qr text,20,1 month
qr web,Navigational,n/a,0,110,,n/a,n/a,83,0.59,0.59,Go to a snapshot of the SERP for qr web,100,1 month
qr кодер,Informational | Commercial,n/a,0,110,,n/a,n/a,68,0.45,0.09,3,125,1 month
qr-code generator adobe,Transactional | Navigational,n/a,0,110,,n/a,n/a,37,1.14,0.11,Go to a snapshot of the SERP for qr-code generator adobe,n/a,1 month
qr-code generator free,Informational | Commercial,n/a,0,110,,n/a,n/a,92,0.74,0.72,Go to a snapshot of the SERP for qr-code generator free,133,1 month
qr-code generator gratis,Commercial,n/a,0,110,,n/a,n/a,62,0.74,0.70,6,123,1 month
qr-code generieren gratis,Informational,n/a,0,110,,n/a,n/a,61,0.71,0.74,Go to a snapshot of the SERP for qr-code generieren gratis,126,1 month
qr-code herunterladen,Informational,n/a,0,110,,n/a,n/a,46,0.40,0.49,5,136,1 month
qr-code in link umwandeln,Informational,n/a,0,110,,n/a,n/a,26,0.92,0.10,5,124,1 month
qr-code kostenlos,Informational,n/a,0,110,,n/a,n/a,61,0.57,0.66,Go to a snapshot of the SERP for qr-code kostenlos,121,1 month
qr-code kostenlos generieren,Informational,n/a,0,110,,n/a,n/a,59,0.85,0.73,Go to a snapshot of the SERP for qr-code kostenlos generieren,123,1 month
qr-code visitenkarte,Informational,n/a,0,110,,n/a,n/a,26,1.34,1.00,3,121,1 month
qr-code visitenkarte kostenlos,Informational,n/a,0,110,,n/a,n/a,28,1.43,0.87,4,106,1 month
qr-generator.de,Commercial,n/a,0,110,,n/a,n/a,64,0.76,0.64,Go to a snapshot of the SERP for qr-generator.de,33.2M,1 month
qr.io,Navigational,n/a,0,110,,n/a,n/a,34,0.56,0.43,Go to a snapshot of the SERP for qr.io,n/a,1 month
qr],Informational,n/a,0,110,,n/a,n/a,63,0.36,0.13,3,136,1 month
qrcod,Commercial,n/a,0,110,,n/a,n/a,69,0.48,0.24,Go to a snapshot of the SERP for qrcod,137,1 month
qrcode-generator.com,Commercial,n/a,0,110,,n/a,n/a,85,1.20,0.70,2,85M,1 month
qrencode,Informational,n/a,0,110,,n/a,n/a,50,0.87,0.03,Go to a snapshot of the SERP for qrencode,134,1 month
quick response code download,Informational,n/a,0,110,,n/a,n/a,76,0.38,0.35,Go to a snapshot of the SERP for quick response code download,140,1 month
runder qr code,Informational,n/a,0,110,,n/a,n/a,20,0.60,0.24,Go to a snapshot of the SERP for runder qr code,105,1 month
scan code erstellen,Commercial,n/a,0,110,,n/a,n/a,59,0.75,0.51,Go to a snapshot of the SERP for scan code erstellen,132,1 month
scancode erstellen,Navigational,n/a,0,110,,n/a,n/a,30,0.71,0.50,6,136,1 month
scanned page,Informational,n/a,0,110,,n/a,n/a,49,0.00,0.29,Go to a snapshot of the SERP for scanned page,104,1 month
site qr code,Informational,n/a,0,110,,n/a,n/a,67,0.64,0.52,6,121,1 month
strichcode generieren,Informational,n/a,0,110,,n/a,n/a,18,0.36,0.30,Go to a snapshot of the SERP for strichcode generieren,132,1 month
svg qr code generator,Informational,n/a,0,110,,n/a,n/a,44,0.55,0.43,4,100,1 month
tec it qr code generator,Navigational,n/a,0,110,,n/a,n/a,29,1.41,0.26,Go to a snapshot of the SERP for tec it qr code generator,125,1 month
text in qr code umwandeln,Informational,n/a,0,110,,n/a,n/a,54,0.28,0.71,Go to a snapshot of the SERP for text in qr code umwandeln,122,1 month
text to qrcode,Informational,n/a,0,110,,n/a,n/a,67,0.08,0.29,Go to a snapshot of the SERP for text to qrcode,530M,1 month
tu chemnitz qr code generator,Navigational,n/a,0,110,,n/a,n/a,17,1.10,0.06,Go to a snapshot of the SERP for tu chemnitz qr code generator,106,1 month
umfrage erstellen mit qr code,Commercial,n/a,0,110,,n/a,n/a,22,1.36,0.77,7,128,1 month
umfrage mit qr code erstellen,Informational,n/a,0,110,,n/a,n/a,24,1.34,0.81,Go to a snapshot of the SERP for umfrage mit qr code erstellen,125,1 month
url for qr code,Informational,n/a,0,110,,n/a,n/a,90,0.25,0.55,Go to a snapshot of the SERP for url for qr code,120,1 month
url zu qr code,Commercial,n/a,0,110,,n/a,n/a,51,0.39,0.71,6,123,1 month
vcard qr code erstellen,Informational,n/a,0,110,,n/a,n/a,21,1.46,0.79,Go to a snapshot of the SERP for vcard qr code erstellen,117,1 month
video als qr code,Informational,n/a,0,110,,n/a,n/a,18,0.89,0.77,8,128,1 month
video qr code,Commercial,n/a,0,110,,n/a,n/a,12,0.56,0.69,7,121,1 month
visitenkarte qr,Informational,n/a,0,110,,n/a,n/a,24,1.26,0.40,Go to a snapshot of the SERP for visitenkarte qr,125,1 month
web qr code,Informational,n/a,0,110,,n/a,n/a,65,0.64,0.52,3,126,1 month
web qr code scanner,Informational,n/a,0,110,,n/a,n/a,75,0.38,0.04,Go to a snapshot of the SERP for web qr code scanner,97,1 month
website qr code,Commercial,n/a,0,110,,n/a,n/a,63,0.59,0.59,Go to a snapshot of the SERP for website qr code,20,1 month
website to qr code,Commercial,n/a,0,110,,n/a,n/a,80,0.59,0.59,Go to a snapshot of the SERP for website to qr code,120,1 month
wie erstelle ich einen qr code für einen link,Informational,n/a,0,110,,n/a,n/a,50,1.57,0.81,8,122,1 month
wie erstellt man einen qr-code,Informational,n/a,0,110,,n/a,n/a,35,0.52,0.64,Go to a snapshot of the SERP for wie erstellt man einen qr-code,61,1 month
wr code maker,Informational,n/a,0,110,,n/a,n/a,66,0.38,0.59,4,129,1 month
создать qr-код,Commercial,n/a,0,110,,n/a,n/a,47,0.25,0.33,Go to a snapshot of the SERP for создать qr-код,120,1 month
